codigo,anio_escolar,grado,asignatura,resultado
20032034,2017-2018,12,INGLES,79.0
20032034,2017-2018,12,GLOBAL,336.0
20042165,2017-2018,12,LECTURA CRITICA,69.0
20042165,2017-2018,12,MATEMATICAS,71.0
20042165,2017-2018,12,SOCIALES Y CIUDADANAS,67.0
20042165,2017-2018,12,CIENCIAS,72.0
20042165,2017-2018,12,INGLES,84.0
20042165,2017-2018,12,GLOBAL,354.0
20032043,2017-2018,12,LECTURA CRITICA,72.0
20032043,2017-2018,12,MATEMATICAS,74.0
20032043,2017-2018,12,SOCIALES Y CIUDADANAS,72.0
20032043,2017-2018,12,CIENCIAS,68.0
20032043,2017-2018,12,INGLES,87.0
20032043,2017-2018,12,GLOBAL,363.0
20032041,2017-2018,12,LECTURA CRITICA,70.0
20032041,2017-2018,12,MATEMATICAS,68.0
20032041,2017-2018,12,SOCIALES Y CIUDADANAS,68.0
20032041,2017-2018,12,CIENCIAS,65.0
20032041,2017-2018,12,INGLES,83.0
20032041,2017-2018,12,GLOBAL,345.0
20042168,2017-2018,12,LECTURA CRITICA,71.0
20042168,2017-2018,12,MATEMATICAS,73.0
20042168,2017-2018,12,SOCIALES Y CIUDADANAS,74.0
20042168,2017-2018,12,CIENCIAS,77.0
20042168,2017-2018,12,INGLES,79.0
20042168,2017-2018,12,GLOBAL,371.0
20032080,2017-2018,12,LECTURA CRITICA,65.0
20032080,2017-2018,12,MATEMATICAS,71.0
20032080,2017-2018,12,SOCIALES Y CIUDADANAS,64.0
20032080,2017-2018,12,CIENCIAS,74.0
20032080,2017-2018,12,INGLES,85.0
20032080,2017-2018,12,GLOBAL,349.0
20032077,2017-2018,12,LECTURA CRITICA,76.0
20032077,2017-2018,12,MATEMATICAS,74.0
20032077,2017-2018,12,SOCIALES Y CIUDADANAS,71.0
20032077,2017-2018,12,CIENCIAS,73.0
20032077,2017-2018,12,INGLES,87.0
20032077,2017-2018,12,GLOBAL,373.0
20161147,2017-2018,12,LECTURA CRITICA,71.0
20161147,2017-2018,12,MATEMATICAS,70.0
20161147,2017-2018,12,SOCIALES Y CIUDADANAS,75.0
20161147,2017-2018,12,CIENCIAS,68.0
20161147,2017-2018,12,INGLES,84.0
20161147,2017-2018,12,GLOBAL,360.0
20032065,2017-2018,12,LECTURA CRITICA,71.0
20032065,2017-2018,12,MATEMATICAS,84.0
20032065,2017-2018,12,SOCIALES Y CIUDADANAS,79.0
20032065,2017-2018,12,CIENCIAS,74.0
20032065,2017-2018,12,INGLES,81.0
20032065,2017-2018,12,GLOBAL,387.0
20032068,2017-2018,12,LECTURA CRITICA,70.0
20032068,2017-2018,12,MATEMATICAS,67.0
20032068,2017-2018,12,SOCIALES Y CIUDADANAS,69.0
20032068,2017-2018,12,CIENCIAS,66.0
20032068,2017-2018,12,INGLES,85.0
20032068,2017-2018,12,GLOBAL,347.0
20032004,2017-2018,12,LECTURA CRITICA,75.0
20032004,2017-2018,12,MATEMATICAS,78.0
20032004,2017-2018,12,SOCIALES Y CIUDADANAS,70.0
20032004,2017-2018,12,CIENCIAS,71.0
20032004,2017-2018,12,INGLES,83.0
20032004,2017-2018,12,GLOBAL,371.0
20100485,2017-2018,12,LECTURA CRITICA,66.0
20100485,2017-2018,12,MATEMATICAS,58.0
20100485,2017-2018,12,SOCIALES Y CIUDADANAS,58.0
20100485,2017-2018,12,CIENCIAS,57.0
20100485,2017-2018,12,INGLES,82.0
20100485,2017-2018,12,GLOBAL,307.0
20090348,2017-2018,12,LECTURA CRITICA,73.0
20090348,2017-2018,12,MATEMATICAS,76.0
20090348,2017-2018,12,SOCIALES Y CIUDADANAS,77.0
20090348,2017-2018,12,CIENCIAS,75.0
20090348,2017-2018,12,INGLES,85.0
20090348,2017-2018,12,GLOBAL,380.0
20032013,2017-2018,12,LECTURA CRITICA,63.0
20032013,2017-2018,12,MATEMATICAS,59.0
20032013,2017-2018,12,SOCIALES Y CIUDADANAS,66.0
20032013,2017-2018,12,CIENCIAS,68.0
20032013,2017-2018,12,INGLES,83.0
20032013,2017-2018,12,GLOBAL,327.0
20032095,2017-2018,12,LECTURA CRITICA,69.0
20032095,2017-2018,12,MATEMATICAS,70.0
20032095,2017-2018,12,SOCIALES Y CIUDADANAS,73.0
20032095,2017-2018,12,CIENCIAS,66.0
20032095,2017-2018,12,INGLES,84.0
20032095,2017-2018,12,GLOBAL,353.0
20032021,2017-2018,12,LECTURA CRITICA,67.0
20032021,2017-2018,12,MATEMATICAS,71.0
20032021,2017-2018,12,SOCIALES Y CIUDADANAS,76.0
20032021,2017-2018,12,CIENCIAS,73.0
20032021,2017-2018,12,INGLES,86.0
20032021,2017-2018,12,GLOBAL,364.0
20042156,2017-2018,12,LECTURA CRITICA,75.0
20042156,2017-2018,12,MATEMATICAS,78.0
20042156,2017-2018,12,SOCIALES Y CIUDADANAS,74.0
20042156,2017-2018,12,CIENCIAS,77.0
20042156,2017-2018,12,INGLES,88.0
20042156,2017-2018,12,GLOBAL,385.0
20032026,2017-2018,12,LECTURA CRITICA,76.0
20032026,2017-2018,12,MATEMATICAS,84.0
20032026,2017-2018,12,SOCIALES Y CIUDADANAS,77.0
20032026,2017-2018,12,CIENCIAS,69.0
20032026,2017-2018,12,INGLES,81.0
20032026,2017-2018,12,GLOBAL,384.0
20022049,2017-2018,12,LECTURA CRITICA,71.0
20022049,2017-2018,12,MATEMATICAS,55.0
20022049,2017-2018,12,SOCIALES Y CIUDADANAS,67.0
20022049,2017-2018,12,CIENCIAS,62.0
20022049,2017-2018,12,INGLES,86.0
20022049,2017-2018,12,GLOBAL,327.0
20042181,2017-2018,12,LECTURA CRITICA,57.0
20042181,2017-2018,12,MATEMATICAS,56.0
20042181,2017-2018,12,SOCIALES Y CIUDADANAS,58.0
20042181,2017-2018,12,CIENCIAS,48.0
20042181,2017-2018,12,INGLES,81.0
20042181,2017-2018,12,GLOBAL,284.0
20032036,2017-2018,12,LECTURA CRITICA,62.0
20032036,2017-2018,12,MATEMATICAS,65.0
20032036,2017-2018,12,SOCIALES Y CIUDADANAS,71.0
20032036,2017-2018,12,CIENCIAS,64.0
20032036,2017-2018,12,INGLES,81.0
20032036,2017-2018,12,GLOBAL,333.0
20032039,2017-2018,12,LECTURA CRITICA,76.0
20032039,2017-2018,12,MATEMATICAS,75.0
20032039,2017-2018,12,SOCIALES Y CIUDADANAS,73.0
20032039,2017-2018,12,CIENCIAS,68.0
20032039,2017-2018,12,INGLES,84.0
20032039,2017-2018,12,GLOBAL,369.0
20032040,2017-2018,12,LECTURA CRITICA,71.0
20032040,2017-2018,12,MATEMATICAS,64.0
20032040,2017-2018,12,SOCIALES Y CIUDADANAS,65.0
20032040,2017-2018,12,CIENCIAS,66.0
20032040,2017-2018,12,INGLES,82.0
20032040,2017-2018,12,GLOBAL,338.0
20032044,2017-2018,12,LECTURA CRITICA,74.0
20032044,2017-2018,12,MATEMATICAS,74.0
20032044,2017-2018,12,SOCIALES Y CIUDADANAS,78.0
20032044,2017-2018,12,CIENCIAS,65.0
20032044,2017-2018,12,INGLES,85.0
20032044,2017-2018,12,GLOBAL,368.0
20032046,2017-2018,12,LECTURA CRITICA,69.0
20032046,2017-2018,12,MATEMATICAS,80.0
20032046,2017-2018,12,SOCIALES Y CIUDADANAS,74.0
20032046,2017-2018,12,CIENCIAS,72.0
20032046,2017-2018,12,INGLES,82.0
20032046,2017-2018,12,GLOBAL,372.0
20042163,2017-2018,12,LECTURA CRITICA,72.0
20042163,2017-2018,12,MATEMATICAS,74.0
20042163,2017-2018,12,SOCIALES Y CIUDADANAS,74.0
20042163,2017-2018,12,CIENCIAS,72.0
20042163,2017-2018,12,INGLES,88.0
20042163,2017-2018,12,GLOBAL,371.0
20032057,2017-2018,12,LECTURA CRITICA,69.0
20032057,2017-2018,12,MATEMATICAS,70.0
20032057,2017-2018,12,SOCIALES Y CIUDADANAS,67.0
20032057,2017-2018,12,CIENCIAS,68.0
20032057,2017-2018,12,INGLES,86.0
20032057,2017-2018,12,GLOBAL,349.0
20032063,2017-2018,12,LECTURA CRITICA,70.0
20032063,2017-2018,12,MATEMATICAS,69.0
20032063,2017-2018,12,SOCIALES Y CIUDADANAS,76.0
20032063,2017-2018,12,CIENCIAS,69.0
20032063,2017-2018,12,INGLES,81.0
20032063,2017-2018,12,GLOBAL,359.0
20032002,2017-2018,12,LECTURA CRITICA,64.0
20032002,2017-2018,12,MATEMATICAS,71.0
20032002,2017-2018,12,SOCIALES Y CIUDADANAS,71.0
20032002,2017-2018,12,CIENCIAS,72.0
20032002,2017-2018,12,INGLES,83.0
20032002,2017-2018,12,GLOBAL,353.0
20032003,2017-2018,12,LECTURA CRITICA,81.0
20032003,2017-2018,12,MATEMATICAS,78.0
20032003,2017-2018,12,SOCIALES Y CIUDADANAS,68.0
20032003,2017-2018,12,CIENCIAS,75.0
20032003,2017-2018,12,INGLES,83.0
20032003,2017-2018,12,GLOBAL,380.0
20022028,2017-2018,12,LECTURA CRITICA,54.0
20022028,2017-2018,12,MATEMATICAS,64.0
20022028,2017-2018,12,SOCIALES Y CIUDADANAS,66.0
20022028,2017-2018,12,CIENCIAS,67.0
20022028,2017-2018,12,INGLES,0.0
20022028,2017-2018,12,GLOBAL,314.0
20032027,2017-2018,12,LECTURA CRITICA,72.0
20032027,2017-2018,12,MATEMATICAS,71.0
20032027,2017-2018,12,SOCIALES Y CIUDADANAS,70.0
20032027,2017-2018,12,CIENCIAS,65.0
20032027,2017-2018,12,INGLES,82.0
20032027,2017-2018,12,GLOBAL,352.0
20032029,2017-2018,12,LECTURA CRITICA,60.0
20032029,2017-2018,12,MATEMATICAS,63.0
20032029,2017-2018,12,SOCIALES Y CIUDADANAS,61.0
20032029,2017-2018,12,CIENCIAS,66.0
20032029,2017-2018,12,INGLES,78.0
20032029,2017-2018,12,GLOBAL,318.0
20062393,2017-2018,12,LECTURA CRITICA,74.0
20062393,2017-2018,12,MATEMATICAS,71.0
20062393,2017-2018,12,SOCIALES Y CIUDADANAS,70.0
20062393,2017-2018,12,CIENCIAS,69.0
20062393,2017-2018,12,INGLES,80.0
20062393,2017-2018,12,GLOBAL,358.0
20022098,2017-2018,12,LECTURA CRITICA,65.0
20022098,2017-2018,12,MATEMATICAS,71.0
20022098,2017-2018,12,SOCIALES Y CIUDADANAS,73.0
20022098,2017-2018,12,CIENCIAS,66.0
20022098,2017-2018,12,INGLES,87.0
20022098,2017-2018,12,GLOBAL,351.0
20042159,2017-2018,12,LECTURA CRITICA,71.0
20042159,2017-2018,12,MATEMATICAS,63.0
20042159,2017-2018,12,SOCIALES Y CIUDADANAS,65.0
20042159,2017-2018,12,CIENCIAS,68.0
20042159,2017-2018,12,INGLES,89.0
20042159,2017-2018,12,GLOBAL,342.0
20042215,2017-2018,12,LECTURA CRITICA,65.0
20042215,2017-2018,12,MATEMATICAS,59.0
20042215,2017-2018,12,SOCIALES Y CIUDADANAS,57.0
20042215,2017-2018,12,CIENCIAS,65.0
20042215,2017-2018,12,INGLES,83.0
20042215,2017-2018,12,GLOBAL,316.0
20042167,2017-2018,12,LECTURA CRITICA,65.0
20042167,2017-2018,12,MATEMATICAS,82.0
20042167,2017-2018,12,SOCIALES Y CIUDADANAS,68.0
20042167,2017-2018,12,CIENCIAS,72.0
20042167,2017-2018,12,INGLES,88.0
20042167,2017-2018,12,GLOBAL,365.0
20070273,2017-2018,12,LECTURA CRITICA,62.0
20070273,2017-2018,12,MATEMATICAS,71.0
20070273,2017-2018,12,SOCIALES Y CIUDADANAS,71.0
20070273,2017-2018,12,CIENCIAS,67.0
20070273,2017-2018,12,INGLES,82.0
20070273,2017-2018,12,GLOBAL,344.0
20042085,2017-2018,12,LECTURA CRITICA,68.0
20042085,2017-2018,12,MATEMATICAS,65.0
20042085,2017-2018,12,SOCIALES Y CIUDADANAS,73.0
20042085,2017-2018,12,CIENCIAS,70.0
20042085,2017-2018,12,INGLES,83.0
20042085,2017-2018,12,GLOBAL,350.0
20032082,2017-2018,12,LECTURA CRITICA,70.0
20032082,2017-2018,12,MATEMATICAS,68.0
20032082,2017-2018,12,SOCIALES Y CIUDADANAS,66.0
20032082,2017-2018,12,CIENCIAS,66.0
20032082,2017-2018,12,INGLES,83.0
20032082,2017-2018,12,GLOBAL,343.0
20042164,2017-2018,12,LECTURA CRITICA,73.0
20042164,2017-2018,12,MATEMATICAS,80.0
20042164,2017-2018,12,SOCIALES Y CIUDADANAS,75.0
20042164,2017-2018,12,CIENCIAS,71.0
20042164,2017-2018,12,INGLES,83.0
20042164,2017-2018,12,GLOBAL,377.0
20032055,2017-2018,12,LECTURA CRITICA,65.0
20032055,2017-2018,12,MATEMATICAS,65.0
20032055,2017-2018,12,SOCIALES Y CIUDADANAS,69.0
20032055,2017-2018,12,CIENCIAS,61.0
20032055,2017-2018,12,INGLES,86.0
20032055,2017-2018,12,GLOBAL,333.0
20032054,2017-2018,12,LECTURA CRITICA,78.0
20032054,2017-2018,12,MATEMATICAS,72.0
20032054,2017-2018,12,SOCIALES Y CIUDADANAS,62.0
20032054,2017-2018,12,CIENCIAS,65.0
20032054,2017-2018,12,INGLES,82.0
20032054,2017-2018,12,GLOBAL,351.0
20032052,2017-2018,12,LECTURA CRITICA,60.0
20032052,2017-2018,12,MATEMATICAS,61.0
20032052,2017-2018,12,SOCIALES Y CIUDADANAS,55.0
20032052,2017-2018,12,CIENCIAS,63.0
20032052,2017-2018,12,INGLES,70.0
20032052,2017-2018,12,GLOBAL,303.0
20080261,2017-2018,12,LECTURA CRITICA,55.0
20080261,2017-2018,12,MATEMATICAS,59.0
20080261,2017-2018,12,SOCIALES Y CIUDADANAS,55.0
20080261,2017-2018,12,CIENCIAS,53.0
20080261,2017-2018,12,INGLES,80.0
20080261,2017-2018,12,GLOBAL,287.0
20042076,2017-2018,12,LECTURA CRITICA,74.0
20042076,2017-2018,12,MATEMATICAS,76.0
20042076,2017-2018,12,SOCIALES Y CIUDADANAS,69.0
20042076,2017-2018,12,CIENCIAS,72.0
20042076,2017-2018,12,INGLES,85.0
20042076,2017-2018,12,GLOBAL,368.0
20032058,2017-2018,12,LECTURA CRITICA,75.0
20032058,2017-2018,12,MATEMATICAS,100.0
20032058,2017-2018,12,SOCIALES Y CIUDADANAS,68.0
20032058,2017-2018,12,CIENCIAS,71.0
20032058,2017-2018,12,INGLES,85.0
20032058,2017-2018,12,GLOBAL,395.0
20052002,2019-2020,12,LECTURA CRITICA,45.0
20052002,2019-2020,12,MATEMATICAS,57.0
20052002,2019-2020,12,SOCIALES Y CIUDADANAS,26.0
20052002,2019-2020,12,CIENCIAS,50.0
20052002,2019-2020,12,INGLES,75.0
20052002,2019-2020,12,GLOBAL,234.0
20052001,2019-2020,12,LECTURA CRITICA,64.0
20052001,2019-2020,12,MATEMATICAS,77.0
20052001,2019-2020,12,SOCIALES Y CIUDADANAS,60.0
20052001,2019-2020,12,CIENCIAS,65.0
20052001,2019-2020,12,INGLES,100.0
20052001,2019-2020,12,GLOBAL,345.0
20072268,2019-2020,12,LECTURA CRITICA,53.0
20072268,2019-2020,12,MATEMATICAS,60.0
20072268,2019-2020,12,SOCIALES Y CIUDADANAS,45.0
20072268,2019-2020,12,CIENCIAS,63.0
20072268,2019-2020,12,INGLES,84.0
20072268,2019-2020,12,GLOBAL,287.0
20062138,2019-2020,12,LECTURA CRITICA,70.0
20062138,2019-2020,12,MATEMATICAS,73.0
20062138,2019-2020,12,SOCIALES Y CIUDADANAS,64.0
20062138,2019-2020,12,CIENCIAS,64.0
20062138,2019-2020,12,INGLES,84.0
20062138,2019-2020,12,GLOBAL,345.0
20062139,2019-2020,12,LECTURA CRITICA,70.0
20062139,2019-2020,12,MATEMATICAS,64.0
20062139,2019-2020,12,SOCIALES Y CIUDADANAS,62.0
20062139,2019-2020,12,CIENCIAS,66.0
20062139,2019-2020,12,INGLES,84.0
20062139,2019-2020,12,GLOBAL,335.0
20100277,2019-2020,12,LECTURA CRITICA,71.0
20100277,2019-2020,12,MATEMATICAS,73.0
20100277,2019-2020,12,SOCIALES Y CIUDADANAS,81.0
20100277,2019-2020,12,CIENCIAS,72.0
20100277,2019-2020,12,INGLES,83.0
20100277,2019-2020,12,GLOBAL,375.0
20052007,2019-2020,12,LECTURA CRITICA,
20052007,2019-2020,12,MATEMATICAS,
20052007,2019-2020,12,SOCIALES Y CIUDADANAS,
20052007,2019-2020,12,CIENCIAS,
20052007,2019-2020,12,INGLES,
20052007,2019-2020,12,GLOBAL,
20042003,2019-2020,12,LECTURA CRITICA,55.0
20042003,2019-2020,12,MATEMATICAS,64.0
20042003,2019-2020,12,SOCIALES Y CIUDADANAS,36.0
20042003,2019-2020,12,CIENCIAS,50.0
20042003,2019-2020,12,INGLES,73.0
20042003,2019-2020,12,GLOBAL,265.0
20072241,2019-2020,12,LECTURA CRITICA,
20072241,2019-2020,12,MATEMATICAS,
20072241,2019-2020,12,SOCIALES Y CIUDADANAS,
20072241,2019-2020,12,CIENCIAS,
20072241,2019-2020,12,INGLES,
20072241,2019-2020,12,GLOBAL,
20082301,2019-2020,12,LECTURA CRITICA,64.0
20082301,2019-2020,12,MATEMATICAS,69.0
20082301,2019-2020,12,SOCIALES Y CIUDADANAS,65.0
20082301,2019-2020,12,CIENCIAS,60.0
20082301,2019-2020,12,INGLES,77.0
20082301,2019-2020,12,GLOBAL,327.0
20052008,2019-2020,12,LECTURA CRITICA,64.0
20052008,2019-2020,12,MATEMATICAS,69.0
20052008,2019-2020,12,SOCIALES Y CIUDADANAS,65.0
20052008,2019-2020,12,CIENCIAS,62.0
20052008,2019-2020,12,INGLES,80.0
20052008,2019-2020,12,GLOBAL,331.0
20052005,2019-2020,12,LECTURA CRITICA,61.0
20052005,2019-2020,12,MATEMATICAS,74.0
20052005,2019-2020,12,SOCIALES Y CIUDADANAS,61.0
20052005,2019-2020,12,CIENCIAS,67.0
20052005,2019-2020,12,INGLES,82.0
20052005,2019-2020,12,GLOBAL,335.0
20052010,2019-2020,12,LECTURA CRITICA,61.0
20052010,2019-2020,12,MATEMATICAS,66.0
20052010,2019-2020,12,SOCIALES Y CIUDADANAS,62.0
20052010,2019-2020,12,CIENCIAS,58.0
20052010,2019-2020,12,INGLES,80.0
20052010,2019-2020,12,GLOBAL,316.0
20052068,2019-2020,12,LECTURA CRITICA,63.0
20052068,2019-2020,12,MATEMATICAS,71.0
20052068,2019-2020,12,SOCIALES Y CIUDADANAS,57.0
20052068,2019-2020,12,CIENCIAS,68.0
20052068,2019-2020,12,INGLES,85.0
20052068,2019-2020,12,GLOBAL,332.0
20052069,2019-2020,12,LECTURA CRITICA,
20052069,2019-2020,12,MATEMATICAS,
20052069,2019-2020,12,SOCIALES Y CIUDADANAS,
20052069,2019-2020,12,CIENCIAS,
20052069,2019-2020,12,INGLES,
20052069,2019-2020,12,GLOBAL,
20062062,2019-2020,12,LECTURA CRITICA,
20062062,2019-2020,12,MATEMATICAS,
20062062,2019-2020,12,SOCIALES Y CIUDADANAS,
20062062,2019-2020,12,CIENCIAS,
20062062,2019-2020,12,INGLES,
20062062,2019-2020,12,GLOBAL,
20130078,2019-2020,12,LECTURA CRITICA,68.0
20130078,2019-2020,12,MATEMATICAS,67.0
20130078,2019-2020,12,SOCIALES Y CIUDADANAS,62.0
20130078,2019-2020,12,CIENCIAS,61.0
20130078,2019-2020,12,INGLES,76.0
20130078,2019-2020,12,GLOBAL,327.0
20052012,2019-2020,12,LECTURA CRITICA,58.0
20052012,2019-2020,12,MATEMATICAS,51.0
20052012,2019-2020,12,SOCIALES Y CIUDADANAS,49.0
20052012,2019-2020,12,CIENCIAS,48.0
20052012,2019-2020,12,INGLES,75.0
20052012,2019-2020,12,GLOBAL,267.0
20042015,2019-2020,12,LECTURA CRITICA,65.0
20042015,2019-2020,12,MATEMATICAS,50.0
20042015,2019-2020,12,SOCIALES Y CIUDADANAS,58.0
20042015,2019-2020,12,CIENCIAS,47.0
20042015,2019-2020,12,INGLES,81.0
20042015,2019-2020,12,GLOBAL,285.0
20062140,2019-2020,12,LECTURA CRITICA,68.0
20062140,2019-2020,12,MATEMATICAS,69.0
20062140,2019-2020,12,SOCIALES Y CIUDADANAS,62.0
20062140,2019-2020,12,CIENCIAS,62.0
20062140,2019-2020,12,INGLES,79.0
20062140,2019-2020,12,GLOBAL,332.0
20052092,2019-2020,12,LECTURA CRITICA,56.0
20052092,2019-2020,12,MATEMATICAS,65.0
20052092,2019-2020,12,SOCIALES Y CIUDADANAS,55.0
20052092,2019-2020,12,CIENCIAS,57.0
20052092,2019-2020,12,INGLES,81.0
20052092,2019-2020,12,GLOBAL,300.0
20052011,2019-2020,12,LECTURA CRITICA,77.0
20052011,2019-2020,12,MATEMATICAS,63.0
20052011,2019-2020,12,SOCIALES Y CIUDADANAS,71.0
20052011,2019-2020,12,CIENCIAS,58.0
20052011,2019-2020,12,INGLES,84.0
20052011,2019-2020,12,GLOBAL,343.0
20042020,2019-2020,12,LECTURA CRITICA,
20042020,2019-2020,12,MATEMATICAS,
20042020,2019-2020,12,SOCIALES Y CIUDADANAS,
20042020,2019-2020,12,CIENCIAS,
20042020,2019-2020,12,INGLES,
20042020,2019-2020,12,GLOBAL,
20042012,2019-2020,12,LECTURA CRITICA,38.0
20042012,2019-2020,12,MATEMATICAS,32.0
20042012,2019-2020,12,SOCIALES Y CIUDADANAS,42.0
20042012,2019-2020,12,CIENCIAS,31.0
20042012,2019-2020,12,INGLES,72.0
20042012,2019-2020,12,GLOBAL,193.0
20062141,2019-2020,12,LECTURA CRITICA,67.0
20062141,2019-2020,12,MATEMATICAS,78.0
20062141,2019-2020,12,SOCIALES Y CIUDADANAS,69.0
20062141,2019-2020,12,CIENCIAS,73.0
20062141,2019-2020,12,INGLES,84.0
20062141,2019-2020,12,GLOBAL,363.0
20170174,2019-2020,12,LECTURA CRITICA,63.0
20170174,2019-2020,12,MATEMATICAS,55.0
20170174,2019-2020,12,SOCIALES Y CIUDADANAS,48.0
20170174,2019-2020,12,CIENCIAS,36.0
20170174,2019-2020,12,INGLES,73.0
20170174,2019-2020,12,GLOBAL,261.0
20052013,2019-2020,12,LECTURA CRITICA,81.0
20052013,2019-2020,12,MATEMATICAS,78.0
20052013,2019-2020,12,SOCIALES Y CIUDADANAS,77.0
20052013,2019-2020,12,CIENCIAS,76.0
20052013,2019-2020,12,INGLES,100.0
20052013,2019-2020,12,GLOBAL,398.0
20062142,2019-2020,12,LECTURA CRITICA,74.0
20062142,2019-2020,12,MATEMATICAS,75.0
20062142,2019-2020,12,SOCIALES Y CIUDADANAS,76.0
20062142,2019-2020,12,CIENCIAS,68.0
20062142,2019-2020,12,INGLES,86.0
20062142,2019-2020,12,GLOBAL,371.0
20090164,2019-2020,12,LECTURA CRITICA,
20090164,2019-2020,12,MATEMATICAS,
20090164,2019-2020,12,SOCIALES Y CIUDADANAS,
20090164,2019-2020,12,CIENCIAS,
20090164,2019-2020,12,INGLES,
20090164,2019-2020,12,GLOBAL,
20052016,2019-2020,12,LECTURA CRITICA,63.0
20052016,2019-2020,12,MATEMATICAS,60.0
20052016,2019-2020,12,SOCIALES Y CIUDADANAS,61.0
20052016,2019-2020,12,CIENCIAS,60.0
20052016,2019-2020,12,INGLES,86.0
20052016,2019-2020,12,GLOBAL,315.0
20052049,2019-2020,12,LECTURA CRITICA,
20052049,2019-2020,12,MATEMATICAS,
20052049,2019-2020,12,SOCIALES Y CIUDADANAS,
20052049,2019-2020,12,CIENCIAS,
20052049,2019-2020,12,INGLES,
20052049,2019-2020,12,GLOBAL,
